video_id,video_name,bitrate,codec,fps,resolution,time,format,duration,file_size,file_path
n_164,"FAN TRAILER： Fight Club 2 - Edward Norton, Brad Pitt (Parody) [9LkZueFobrw].mp4",1654,h264,24.0,1920x1080,1760414088.0588734,mp4,98.475828,19884,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\FAN TRAILER： Fight Club 2 - Edward Norton, Brad Pitt (Parody) [9LkZueFobrw].mp4"
n_165,FASTER2RUNNAH - FIGHT TIME (LISTEN ON SOUNDCLOUD) [GMmbLDCCKdA].mp4,865,h264,30.0,720x1280,1760414088.7187052,mp4,30.85932,3260,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\FASTER2RUNNAH - FIGHT TIME (LISTEN ON SOUNDCLOUD) [GMmbLDCCKdA].mp4
n_166,FEAR IS NOT REAL 🥊 #motivation #inspiration #love #motivational #rap #boxing #fightlife #food [7J9LbuOmXWE].mp4,3426,h264,30.0,1080x1920,1760414089.3992522,mp4,58.189206,24335,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\FEAR IS NOT REAL 🥊 #motivation #inspiration #love #motivational #rap #boxing #fightlife #food [7J9LbuOmXWE].mp4
n_167,feeling proud indian army 🇮🇳 #short #youtubeshort #studentgang #armyshorts [oDtx4PJAHqA].mp4,3470,h264,30.0,1080x1920,1760414087.750141,mp4,4.760091,2016,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\feeling proud indian army 🇮🇳 #short #youtubeshort #studentgang #armyshorts [oDtx4PJAHqA].mp4
n_168,Fery boy fight video##fightvideo #fightvideoshort #fightvideoshortschool #fightvideotikto [VHeP2GlaZtE].mp4,2213,h264,25.0,1280x720,1760414086.2951338,mp4,64.969433,17551,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Fery boy fight video##fightvideo #fightvideoshort #fightvideoshortschool #fightvideotikto [VHeP2GlaZtE].mp4
n_169,Fight Club - Tamil Whatsapp Status [8OZS5wjmAdU].mp4,2121,h264,30.0,1920x1080,1760414084.445104,mp4,42.631837,11041,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Fight Club - Tamil Whatsapp Status [8OZS5wjmAdU].mp4
n_170,"Fighting in Hansraj College Fest, Confluence 24, Day-3, During akhil sachdev performance [Vlp8u1tmd-c].mp4",2323,h264,29.97002997002997,1280x720,1760414086.7517068,mp4,46.04517,13060,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Fighting in Hansraj College Fest, Confluence 24, Day-3, During akhil sachdev performance [Vlp8u1tmd-c].mp4"
n_171,Fights in High School： Just Another Day 🥊 #fight #fightclub #highschooldrama [sNzMcllFRjY].mp4,772,av1,30.0,1080x1920,1760414087.3201275,mp4,16.695147,1574,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Fights in High School： Just Another Day 🥊 #fight #fightclub #highschooldrama [sNzMcllFRjY].mp4
n_172,"FINAL CHASE TRAP AND KILL, APOCALYPTO JAQUAR PAW #movie #shortsvideo #action #shorts #fightscenes [fZ8SDxai-08].mp4",1500,av1,30.0,1080x1920,1760414084.5636227,mp4,24.473832,4483,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\FINAL CHASE TRAP AND KILL, APOCALYPTO JAQUAR PAW #movie #shortsvideo #action #shorts #fightscenes [fZ8SDxai-08].mp4"
n_173,FINAL CIRCLE FIGHT IN SMOKE #FINALCIRCLE #BGMI #SHORTS #BGMISHORTS #PUBG #PUBGMOBILE #fightclips [8rl8tHaKeFw].mp4,1377,h264,30.0,608x1080,1760414087.7459202,mp4,30.046621,5052,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\FINAL CIRCLE FIGHT IN SMOKE #FINALCIRCLE #BGMI #SHORTS #BGMISHORTS #PUBG #PUBGMOBILE #fightclips [8rl8tHaKeFw].mp4
n_174,Final Showdown at the School： Cobra Kai Season 2 Epic Fight Scene [wSDeDZx_6wM].mp4,2780,h264,50.0,1080x1920,1760414085.389297,mp4,39.450703,13388,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Final Showdown at the School： Cobra Kai Season 2 Epic Fight Scene [wSDeDZx_6wM].mp4
n_175,Firing During Patna College Freshers Induction Meet 2023 ｜｜ Patna University [YD9aOEqo_9E].mp4,2335,h264,29.944,1280x720,1760414089.870815,mp4,46.370249,13220,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Firing During Patna College Freshers Induction Meet 2023 ｜｜ Patna University [YD9aOEqo_9E].mp4
n_176,Freddy vs Jason #roblox #funnygames #funny #robloxedit #funnyvideos #fightinschool [a-vm8vxj_oQ].mp4,3291,av1,60.0,1080x1920,1760414085.8568983,mp4,25.123991,10093,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Freddy vs Jason #roblox #funnygames #funny #robloxedit #funnyvideos #fightinschool [a-vm8vxj_oQ].mp4
n_177,Free Fire Factory End Moments 😢 Emotional Clip ｜#freefire #kingshot yt #shorts#ytshorts#viral#ffsad [ASPjmSiZQlc].mp4,2381,h264,50.0,720x1280,1760414087.4436574,mp4,13.722993,3990,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Free Fire Factory End Moments 😢 Emotional Clip ｜#freefire #kingshot yt #shorts#ytshorts#viral#ffsad [ASPjmSiZQlc].mp4
n_178,Freestyle #7 Real Life Real Fight [L6BOv7BwGSk].mp4,251,h264,24.0,1280x720,1760414086.014825,mp4,92.25288,2836,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Freestyle #7 Real Life Real Fight [L6BOv7BwGSk].mp4
n_179,From Halls to Hell： How Bangladesh’s Universities Turned Into Concentration Camps! #bdpolitics [Ywa_gK7CEwg].mp4,3963,h264,29.97002997002997,1080x1920,1760414086.0948205,mp4,71.238821,34465,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\From Halls to Hell： How Bangladesh’s Universities Turned Into Concentration Camps! #bdpolitics [Ywa_gK7CEwg].mp4
n_180,From Playground to Headlines： Youth Violence Uncovered [hj_Wg9zU8Jo].mp4,1001,h264,30.0,720x1280,1760414089.04372,mp4,17.577506,2149,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\From Playground to Headlines： Youth Violence Uncovered [hj_Wg9zU8Jo].mp4
n_181,From Shooter to Solution： A Reflection on Youth Violence Today [pNMW_jQEbQE].mp4,1972,h264,30.0,1080x1920,1760414089.3819797,mp4,30.394921,7319,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\From Shooter to Solution： A Reflection on Youth Violence Today [pNMW_jQEbQE].mp4
n_182,From Trash Talk to Total Destruction 💬➡️💥 ｜ Cracked Jaw [lkDGZohL8Q0].mp4,1086,h264,30.0,1080x1080,1760414089.3628793,mp4,50.642721,6719,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\From Trash Talk to Total Destruction 💬➡️💥 ｜ Cracked Jaw [lkDGZohL8Q0].mp4
n_183,"From uniforms to hoodies, from lunch breaks to mass bunks – School vs College is a whole vibe! 🎭 [8nr-sIwpgEA].mp4",358,av1,30.0,1080x1920,1760414088.9762206,mp4,58.653605,2567,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\From uniforms to hoodies, from lunch breaks to mass bunks – School vs College is a whole vibe! 🎭 [8nr-sIwpgEA].mp4"
n_184,Good job [u-m3yqEZTu0].mp4,4344,h264,30.0,1080x1920,1760414085.3037384,mp4,23.150295,12278,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Good job [u-m3yqEZTu0].mp4
n_185,Gunda huna parao na muji👿 #vten #BishnuBishwokarma #Gangfight [kVtvysnNWtk].mp4,1470,h264,24.0,576x1024,1760414085.5398378,mp4,8.870023,1592,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Gunda huna parao na muji👿 #vten #BishnuBishwokarma #Gangfight [kVtvysnNWtk].mp4
n_186,Gwalior Breaking： कालेज के छात्रों और बाहरी लड़कों के बीच हुआ विवाद। Student Fight [a_IEhBSnnCI].mp4,2129,h264,25.0,1280x720,1760414087.911172,mp4,81.176961,21105,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Gwalior Breaking： कालेज के छात्रों और बाहरी लड़कों के बीच हुआ विवाद। Student Fight [a_IEhBSnnCI].mp4
n_187,Hawk Vs Miguel School Fight 💀🔥｜cobra kai Edit｜ #hawk #miguel #schoolfight #cobrakai #edit [WCDei0KAzWE].mp4,1889,av1,60.0,1080x1080,1760414087.1410246,mp4,18.413424,4246,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Hawk Vs Miguel School Fight 💀🔥｜cobra kai Edit｜ #hawk #miguel #schoolfight #cobrakai #edit [WCDei0KAzWE].mp4
n_188,He Is Far More Capable Than He Looks 💥 ｜ Tony Jaa Ong Bak Fight Edit ｜ Bot Kak To Tak (Slowed) [4lAmSeGdfl8].mp4,1034,av1,30.0,720x1280,1760414089.5739298,mp4,24.218413,3059,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\He Is Far More Capable Than He Looks 💥 ｜ Tony Jaa Ong Bak Fight Edit ｜ Bot Kak To Tak (Slowed) [4lAmSeGdfl8].mp4
n_189,He thought🤣🤣🤣🤣 #fightinschool [rtH7ff_UIwg].mp4,5950,h264,59.94005994005994,1920x1080,1760414088.424714,mp4,14.744671,10709,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\He thought🤣🤣🤣🤣 #fightinschool [rtH7ff_UIwg].mp4
n_190,HEARTBEAT ⧸⧸ TYLER DURDEN EDIT ⧸⧸ LITERALLY ME ⧸⧸ 2K60FPS ⧸⧸ FIGHT CLUB ⧸⧸ AFTER EFFECTS [lDkJUhwJGJk].mp4,4099,av1,60.0,1440x1600,1760414086.9786663,mp4,14.349932,7180,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\HEARTBEAT ⧸⧸ TYLER DURDEN EDIT ⧸⧸ LITERALLY ME ⧸⧸ 2K60FPS ⧸⧸ FIGHT CLUB ⧸⧸ AFTER EFFECTS [lDkJUhwJGJk].mp4
n_191,HEATED FIGHT BREAKS OUT OVER ROB49!!! #music #public #fight #crashout #publicfight [ZEm_w71T4F4].mp4,1935,av1,29.97002997002997,1080x1920,1760414085.1524813,mp4,23.823673,5628,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\HEATED FIGHT BREAKS OUT OVER ROB49!!! #music #public #fight #crashout #publicfight [ZEm_w71T4F4].mp4
n_192,here_s Johnny #brothers #schoolyardfight [5NBHkXtKwO8].mp4,2338,h264,30.0,720x1280,1760414085.1570735,mp4,56.912109,16245,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\here_s Johnny #brothers #schoolyardfight [5NBHkXtKwO8].mp4
n_193,High School Brawl： Rich Kid_s Party Turns Chaotic! [R86fjWrThkM].mp4,5338,h264,60.0,1080x1920,1760414089.9772303,mp4,39.590023,25800,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\High School Brawl： Rich Kid_s Party Turns Chaotic! [R86fjWrThkM].mp4
n_194,High School Drama： The Unexpected Confrontation [4_T6pXJLwY4].mp4,1679,h264,30.0,1080x1920,1760414089.3673706,mp4,46.579229,9550,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\High School Drama： The Unexpected Confrontation [4_T6pXJLwY4].mp4
n_195,High School Fight Turns Into Gun Threat： Caught on Camera [jkheVS0NlLA].mp4,3036,h264,60.0,1080x1920,1760414086.330829,mp4,28.026485,10390,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\High School Fight Turns Into Gun Threat： Caught on Camera [jkheVS0NlLA].mp4
n_196,High School Flag Football Game Turns Violent： Ballou vs Banneker Brawl [ugeJxUAOeLg].mp4,2398,h264,30.0,1920x1080,1760414088.1118815,mp4,63.947755,18723,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\High School Flag Football Game Turns Violent： Ballou vs Banneker Brawl [ugeJxUAOeLg].mp4
n_197,high school silent hero #ai #movie #furry #sad #silenhero #heroic #fight #highschoolfight [shwVp2ODh7g].mp4,3029,h264,30.0,1920x1080,1760414085.1246624,mp4,69.961723,25871,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\high school silent hero #ai #movie #furry #sad #silenhero #heroic #fight #highschoolfight [shwVp2ODh7g].mp4
n_198,Highschool fights be like [nmwPgsiFyqE].mp4,1467,h264,30.0,720x1280,1760414087.3176253,mp4,6.757007,1210,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Highschool fights be like [nmwPgsiFyqE].mp4
n_199,His gait ☠️ ｜ Fight Club｜ Orange sector - Forben (Slowed) ｜ #shorts [CfLJW1Dupr0].mp4,2013,av1,60.0,1080x1250,1760414087.1837437,mp4,18.459864,4536,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\His gait ☠️ ｜ Fight Club｜ Orange sector - Forben (Slowed) ｜ #shorts [CfLJW1Dupr0].mp4
n_200,Hok x JJK Collab ｜ New Mode ＂School Clash＂ #hok #honorofkings #schoolclash #jujutsukaisen hokglobal [Hk9UerGIQ_Q].mp4,2043,h264,29.97002997002997,720x1280,1760414086.6474147,mp4,60.070023,14984,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Hok x JJK Collab ｜ New Mode ＂School Clash＂ #hok #honorofkings #schoolclash #jujutsukaisen hokglobal [Hk9UerGIQ_Q].mp4
n_201,Hold Media Accountable： Let_s Fix Our Streets [7Cu3TtkMJ1Y].mp4,4631,h264,30.0,1080x1920,1760414090.0422578,mp4,79.690884,45051,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Hold Media Accountable： Let_s Fix Our Streets [7Cu3TtkMJ1Y].mp4
n_202,How a Pro MMA Fighter Almost Got Into a Street Fight! [9Wm3nr1sRuk].mp4,2934,av1,60.0,1080x1920,1760414089.6517508,mp4,36.664308,13134,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How a Pro MMA Fighter Almost Got Into a Street Fight! [9Wm3nr1sRuk].mp4
n_203,How Broken Homes Fuel Youth Violence 😳 ｜ Bek Lover [fMQOTYAl6Ys].mp4,4054,h264,60.0,1080x1920,1760414085.9259312,mp4,34.504853,17079,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How Broken Homes Fuel Youth Violence 😳 ｜ Bek Lover [fMQOTYAl6Ys].mp4
n_204,How Can Learning Conflict Management Skills Benefit Students？ [oqhMaAhz1bM].mp4,807,h264,25.0,1920x1080,1760414088.9421902,mp4,83.150658,8192,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How Can Learning Conflict Management Skills Benefit Students？ [oqhMaAhz1bM].mp4
n_205,How I did not know this？ Dell ultra sharp 2007FPB 20” monitor SVC CHAOS ARCADE #shorts #fightingclip [kp3Q3Rxi7RA].mp4,3952,h264,30.0,1080x1920,1760414085.4730904,mp4,60.046803,28968,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How I did not know this？ Dell ultra sharp 2007FPB 20” monitor SVC CHAOS ARCADE #shorts #fightingclip [kp3Q3Rxi7RA].mp4
n_206,How Many Knockout Wins Does William Zepeda Have？ - Knock Out Reels [h_eP_yTFnr8].mp4,646,h264,15.0,854x480,1760414084.7396896,mp4,87.05161,6875,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How Many Knockout Wins Does William Zepeda Have？ - Knock Out Reels [h_eP_yTFnr8].mp4
n_207,How Many UFC Wins Does Raul Rosas Jr. Have？ - Knock Out Reels [4BeRK0kpZx8].mp4,768,h264,15.0,854x480,1760414089.3900323,mp4,73.862676,6925,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How Many UFC Wins Does Raul Rosas Jr. Have？ - Knock Out Reels [4BeRK0kpZx8].mp4
n_208,How Many Wins Does Floyd Mayweather Have？ - Knock Out Reels [PFmxI8FmAVs].mp4,1997,h264,15.0,1280x720,1760414087.1189468,mp4,88.584127,21598,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How Many Wins Does Floyd Mayweather Have？ - Knock Out Reels [PFmxI8FmAVs].mp4
n_209,How to Check Hook ✅ #KickboxingTraining #FightLife #muaythai #boxing [Eax19GB0qTM].mp4,1783,av1,30.0,1080x1920,1760414087.552133,mp4,14.953651,3254,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How to Check Hook ✅ #KickboxingTraining #FightLife #muaythai #boxing [Eax19GB0qTM].mp4
n_210,How to Handle Your Child_s School Fights： Important Lessons in Parenting [x5IjRR8vSFg].mp4,2603,h264,30.0,1080x1920,1760414085.319311,mp4,100.426304,31916,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\How to Handle Your Child_s School Fights： Important Lessons in Parenting [x5IjRR8vSFg].mp4
n_211,Hulk vs Giant Gorilla – Full Epic Fight in Public Place ｜ Cinematic Monster Battle [soxA66XZIXc].mp4,2005,h264,24.0,1280x720,1760414087.463962,mp4,72.957098,17856,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Hulk vs Giant Gorilla – Full Epic Fight in Public Place ｜ Cinematic Monster Battle [soxA66XZIXc].mp4
n_212,Hull City Captain Lewie Coyle in Street Brawl： EFL Scandal 2025 [2_B9lZF9-9M].mp4,2594,h264,60.0,1920x1080,1760414087.343788,mp4,53.382676,16908,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Hull City Captain Lewie Coyle in Street Brawl： EFL Scandal 2025 [2_B9lZF9-9M].mp4
n_213,I love cheesecake so much [beZJMkznLFo].mp4,2275,h264,30.0,1280x720,1760414088.1873033,mp4,8.057324,2238,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\I love cheesecake so much [beZJMkznLFo].mp4
n_214,I see how it is #fight #fightlife #fightergirl #fighterprobs #muaythai #muaythaitraining #mma [Gky-wC9xNSM].mp4,1416,h264,30.0,720x1280,1760414083.732119,mp4,5.619229,971,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\I see how it is #fight #fightlife #fightergirl #fighterprobs #muaythai #muaythaitraining #mma [Gky-wC9xNSM].mp4
n_215,I Survived： Near-Death Experiences & Street Violence [04MvEfocQv0].mp4,1017,av1,29.97002997002997,1080x1920,1760414085.377979,mp4,28.189025,3499,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\I Survived： Near-Death Experiences & Street Violence [04MvEfocQv0].mp4
n_216,I Survived： Near-Death Experiences & Street Violence [LQ4Ek0-E90U].mp4,1423,h264,29.97002997002997,1080x1920,1760414089.571128,mp4,28.189025,4898,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\I Survived： Near-Death Experiences & Street Violence [LQ4Ek0-E90U].mp4
n_217,I Survived： Near-Death Experiences & Street Violence [QSI4EGXHqmU].mp4,1423,h264,29.97002997002997,1080x1920,1760414088.7456496,mp4,28.189025,4898,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\I Survived： Near-Death Experiences & Street Violence [QSI4EGXHqmU].mp4
n_218,I WATCHED COBRA KAI SEASON 6 PART 2… [1j5fktwh2OI].mp4,1084,av1,23.976023976023978,1080x1920,1760414085.065972,mp4,50.108662,6632,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\I WATCHED COBRA KAI SEASON 6 PART 2… [1j5fktwh2OI].mp4
n_219,I will success in life not immediately but definitely #karate #popular #short #NakulMehra [3J-h-8rOsXM].mp4,1775,h264,30.0,720x1280,1760414086.8639724,mp4,8.916463,1932,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\I will success in life not immediately but definitely #karate #popular #short #NakulMehra [3J-h-8rOsXM].mp4
n_220,Iconic Scene from Fight Club ｜｜ Best Dialogue Moments [JKq4FKF1tmU].mp4,1691,h264,30.0,1920x1080,1760414087.8577242,mp4,72.678458,15008,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Iconic Scene from Fight Club ｜｜ Best Dialogue Moments [JKq4FKF1tmU].mp4
n_221,Indrajattra ma babal gang fight 😳😳#indrajatra #swetbhairab #fight #gangfight #nepaliculture #shorts [MCrHan8oMqE].mp4,4387,h264,30.0,1080x1920,1760414087.0800252,mp4,58.885805,31539,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Indrajattra ma babal gang fight 😳😳#indrajatra #swetbhairab #fight #gangfight #nepaliculture #shorts [MCrHan8oMqE].mp4
n_222,INSANE Arm Wrestling Battle 💪 ｜ Real Fight Challenge ft. Denis Cyplenkov 🔥 #shorts #youtubeshorts [mVvkvPRnmEg].mp4,1091,av1,10.257,720x1280,1760414085.5270042,mp4,10.866939,1448,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\INSANE Arm Wrestling Battle 💪 ｜ Real Fight Challenge ft. Denis Cyplenkov 🔥 #shorts #youtubeshorts [mVvkvPRnmEg].mp4
n_223,Integrity Fearless fight shorts [pFqMujRchvk].mp4,3685,h264,30.0,1080x1920,1760414087.9438076,mp4,17.322086,7793,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Integrity Fearless fight shorts [pFqMujRchvk].mp4
n_224,Is Hank bad？ #supercell #brawl #brawls #hanker [HFTLfxg1z50].mp4,1236,av1,60.0,720x1280,1760414087.6624844,mp4,15.51093,2340,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Is Hank bad？ #supercell #brawl #brawls #hanker [HFTLfxg1z50].mp4
n_225,Is Kenji the most broken？ #brawlstarsshorts #brawlstars #kenji #rosa #leon #brawlstarsshorts #brawls [idUmzHzbns0].mp4,1455,h264,30.0,720x1280,1760414088.340962,mp4,12.492336,2219,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Is Kenji the most broken？ #brawlstarsshorts #brawlstars #kenji #rosa #leon #brawlstarsshorts #brawls [idUmzHzbns0].mp4
n_226,Is Max Holloway Still Fighting？ - Knock Out Reels [3zQLPgZPavg].mp4,1317,h264,15.0,1280x720,1760414085.6609862,mp4,91.068662,14644,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Is Max Holloway Still Fighting？ - Knock Out Reels [3zQLPgZPavg].mp4
n_227,Is Mike Tyson Alive？ - Knock Out Reels [ptJbAE2PDyk].mp4,1937,h264,15.0,1280x720,1760414086.7288969,mp4,85.867392,20309,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Is Mike Tyson Alive？ - Knock Out Reels [ptJbAE2PDyk].mp4
n_228,Islam Makhakchev will submit Dustin Poirier at UFC302 #fightingstats #fightpicks #mma [4G2KLNQPYJg].mp4,1909,h264,30.0,1080x1920,1760414089.7737727,mp4,46.532789,10844,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Islam Makhakchev will submit Dustin Poirier at UFC302 #fightingstats #fightpicks #mma [4G2KLNQPYJg].mp4
n_229,Israeli Soccer Fans Targeted in Amsterdam Violence! [_5tBo--6rh8].mp4,2794,h264,30.0,1920x1080,1760414086.0748086,mp4,95.085714,32439,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Israeli Soccer Fans Targeted in Amsterdam Violence! [_5tBo--6rh8].mp4
n_230,It was fight time !!! [0lZuFvkb8sY].mp4,2206,h264,30.0,1280x720,1760414089.4793315,mp4,40.054422,10786,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\It was fight time !!! [0lZuFvkb8sY].mp4
n_231,It was uramawsi 🔥🔥🔥？｜｜ Nakul Mehra #karate  #popular #shorts #ytshorts [iIXIeRFPYjg].mp4,2211,h264,30.0,720x1280,1760414088.419886,mp4,11.099138,2995,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\It was uramawsi 🔥🔥🔥？｜｜ Nakul Mehra #karate  #popular #shorts #ytshorts [iIXIeRFPYjg].mp4
n_232,Itachi Uchiha fight moments #edit #itachiuchiha #fightmoment #itachi #edit [KPNtVvKMHzg].mp4,1618,h264,60.0,720x1280,1760414083.741219,mp4,8.219864,1624,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Itachi Uchiha fight moments #edit #itachiuchiha #fightmoment #itachi #edit [KPNtVvKMHzg].mp4
n_233,"It_s hunting season... but remember, there_s no need to fight over nextbikes! 😜 #fighttrend [iTEVAmlcDPg].mp4",2716,h264,29.951,1080x1920,1760414087.7272284,mp4,18.343764,6083,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\It_s hunting season... but remember, there_s no need to fight over nextbikes! 😜 #fighttrend [iTEVAmlcDPg].mp4"
n_234,Jackie Buntan working her boxing defence and reaction with the Stryk Robot 🤖🥊 #Shorts [baWGsCwifSA].mp4,1507,h264,30.0,608x1080,1760414084.350867,mp4,11.958277,2201,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Jackie Buntan working her boxing defence and reaction with the Stryk Robot 🤖🥊 #Shorts [baWGsCwifSA].mp4
n_235,JAI BHEEM is king 🤴#short #youtubeshort #viralshort #studentgang [ecZqfD8BSGU].mp4,3060,h264,30.0,1080x1920,1760414086.803753,mp4,34.319093,12823,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\JAI BHEEM is king 🤴#short #youtubeshort #viralshort #studentgang [ecZqfD8BSGU].mp4
n_236,Jamtara： परीक्षा केंद्र के बाहर छात्रों के दो गुटों में नकल को लेकर विवाद! ｜ Latestnews ｜ Newsupdate [cJ9ZlUjGITw].mp4,4340,h264,29.97002997002997,1920x1080,1760414088.7321818,mp4,37.244807,19732,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Jamtara： परीक्षा केंद्र के बाहर छात्रों के दो गुटों में नकल को लेकर विवाद! ｜ Latestnews ｜ Newsupdate [cJ9ZlUjGITw].mp4
n_237,Jangan Gengsi! Program Barak Militer Diusulkan untuk Anak Tawuran [koLmuFBhw1U].mp4,1551,av1,60.0,720x1280,1760414088.4173872,mp4,9.961361,1886,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Jangan Gengsi! Program Barak Militer Diusulkan untuk Anak Tawuran [koLmuFBhw1U].mp4
n_238,Jiujitsu： Why You Should Run First & Fight Second! [9TDLkjoYa5M].mp4,799,av1,30.0,1080x1920,1760414088.027617,mp4,67.964807,6636,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Jiujitsu： Why You Should Run First & Fight Second! [9TDLkjoYa5M].mp4
n_239,Jon Jones DEMANDS Tom Aspinall Attend Dirty Boxing Event to Fight! [C1jilQvnMvg].mp4,633,h264,30.0,854x480,1760414087.313625,mp4,70.054603,5415,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Jon Jones DEMANDS Tom Aspinall Attend Dirty Boxing Event to Fight! [C1jilQvnMvg].mp4
n_240,Jon Jones Street Fighting？ 👀 [v0O15niTUh8].mp4,3576,h264,59.94005994005994,1080x1920,1760414088.9187963,mp4,23.939773,10451,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Jon Jones Street Fighting？ 👀 [v0O15niTUh8].mp4
